IMG-20240918-WA0047.jpg, Time: 0.08s, Before: 0.24698448181152344 MB, After: 0.24664306640625 MB, Compression: 0.14%
IMG-20240918-WA0049.jpg, Time: 0.09s, Before: 0.2134695053100586 MB, After: 0.2134695053100586 MB, Compression: 0.00%
IMG-20240918-WA0051.jpg, Time: 0.08s, Before: 0.17589855194091797 MB, After: 0.17165279388427734 MB, Compression: 2.41%
IMG-20240920-WA0012.jpg, Time: 0.13s, Before: 0.23595046997070312 MB, After: 0.23595046997070312 MB, Compression: 0.00%
IMG-20240920-WA0013.jpg, Time: 0.13s, Before: 0.2610645294189453 MB, After: 0.2610645294189453 MB, Compression: 0.00%
IMG-20240920-WA0015.jpg, Time: 0.08s, Before: 0.3931007385253906 MB, After: 0.3931007385253906 MB, Compression: 0.00%
IMG-20240920-WA0019.jpg, Time: 0.11s, Before: 0.3588724136352539 MB, After: 0.3588724136352539 MB, Compression: 0.00%
IMG-20240920-WA0021.jpg, Time: 0.09s, Before: 0.3336925506591797 MB, After: 0.3336925506591797 MB, Compression: 0.00%
IMG-20240921-WA0000.jpg, Time: 0.00s, Before: 0.13085174560546875 MB, After: 0.11737442016601562 MB, Compression: 10.30%
IMG-20240921-WA0004.jpg, Time: 0.07s, Before: 0.36284732818603516 MB, After: 0.36284732818603516 MB, Compression: 0.00%
IMG-20240922-WA0003.jpg, Time: 0.10s, Before: 0.8017759323120117 MB, After: 0.8017759323120117 MB, Compression: 0.00%
IMG-20240922-WA0005.jpg, Time: 0.10s, Before: 0.7401084899902344 MB, After: 0.7401084899902344 MB, Compression: 0.00%
IMG-20240922-WA0007.jpg, Time: 0.11s, Before: 0.8161430358886719 MB, After: 0.8161430358886719 MB, Compression: 0.00%
IMG-20240922-WA0009.jpg, Time: 0.11s, Before: 0.8060827255249023 MB, After: 0.8060827255249023 MB, Compression: 0.00%
IMG-20240922-WA0011.jpg, Time: 0.10s, Before: 0.7578277587890625 MB, After: 0.7578277587890625 MB, Compression: 0.00%
IMG-20240922-WA0013.jpg, Time: 0.10s, Before: 0.6864347457885742 MB, After: 0.6864347457885742 MB, Compression: 0.00%
IMG-20240922-WA0015.jpg, Time: 0.10s, Before: 0.726689338684082 MB, After: 0.726689338684082 MB, Compression: 0.00%
IMG-20240922-WA0017.jpg, Time: 0.09s, Before: 0.3745546340942383 MB, After: 0.3745546340942383 MB, Compression: 0.00%
IMG-20240922-WA0020.jpg, Time: 0.10s, Before: 0.7683639526367188 MB, After: 0.7683639526367188 MB, Compression: 0.00%
IMG-20240922-WA0021.jpg, Time: 0.09s, Before: 0.3755912780761719 MB, After: 0.3755912780761719 MB, Compression: 0.00%
IMG-20240922-WA0024.jpg, Time: 0.09s, Before: 0.4135780334472656 MB, After: 0.4135780334472656 MB, Compression: 0.00%
IMG-20240922-WA0025.jpg, Time: 0.10s, Before: 0.8016939163208008 MB, After: 0.8016939163208008 MB, Compression: 0.00%
IMG-20240922-WA0028.jpg, Time: 0.10s, Before: 0.8102855682373047 MB, After: 0.8102855682373047 MB, Compression: 0.00%
IMG-20240922-WA0030.jpg, Time: 0.10s, Before: 0.7568302154541016 MB, After: 0.7568302154541016 MB, Compression: 0.00%
IMG-20240922-WA0032.jpg, Time: 0.11s, Before: 0.7989702224731445 MB, After: 0.7989702224731445 MB, Compression: 0.00%
IMG-20240922-WA0034.jpg, Time: 0.10s, Before: 0.7893257141113281 MB, After: 0.7893257141113281 MB, Compression: 0.00%
IMG-20240922-WA0038.jpg, Time: 0.11s, Before: 0.9157247543334961 MB, After: 0.9157247543334961 MB, Compression: 0.00%
IMG_20230212_072029.jpg, Time: 0.09s, Before: 0.47357749938964844 MB, After: 0.47357749938964844 MB, Compression: 0.00%
IMG_20230212_114800.jpg, Time: 0.08s, Before: 0.2306804656982422 MB, After: 0.2306804656982422 MB, Compression: 0.00%
IMG_20230214_160155.jpg, Time: 0.10s, Before: 0.9314804077148438 MB, After: 0.782684326171875 MB, Compression: 15.97%
IMG_20230214_160200.jpg, Time: 0.10s, Before: 0.7376556396484375 MB, After: 0.7302751541137695 MB, Compression: 1.00%
IMG_20230223_191910.jpg, Time: 0.09s, Before: 0.4012317657470703 MB, After: 0.4012317657470703 MB, Compression: 0.00%
IMG_20230223_191921.jpg, Time: 0.09s, Before: 0.4196634292602539 MB, After: 0.4178037643432617 MB, Compression: 0.44%
IMG_20230223_191931.jpg, Time: 0.09s, Before: 0.4009981155395508 MB, After: 0.4009981155395508 MB, Compression: 0.00%
IMG_20230223_191940.jpg, Time: 0.09s, Before: 0.4290742874145508 MB, After: 0.4290742874145508 MB, Compression: 0.00%
IMG_20230223_192118.jpg, Time: 0.09s, Before: 0.4179372787475586 MB, After: 0.4179372787475586 MB, Compression: 0.00%
IMG_20230226_153824.jpg, Time: 0.10s, Before: 0.8707084655761719 MB, After: 0.8379631042480469 MB, Compression: 3.76%
IMG_20230302_234008.jpg, Time: 0.10s, Before: 0.8993091583251953 MB, After: 0.8993091583251953 MB, Compression: 0.00%
IMG_20230318_201140.jpg, Time: 0.09s, Before: 0.4194612503051758 MB, After: 0.4194612503051758 MB, Compression: 0.00%
IMG_20230326_082618.jpg, Time: 0.15s, Before: 3.654529571533203 MB, After: 2.705357551574707 MB, Compression: 25.97%
IMG_20230326_082621.jpg, Time: 0.15s, Before: 3.6071386337280273 MB, After: 2.7419681549072266 MB, Compression: 23.98%
IMG_20230326_082926.jpg, Time: 0.11s, Before: 1.6521196365356445 MB, After: 1.619633674621582 MB, Compression: 1.97%
IMG_20230326_090734.jpg, Time: 0.12s, Before: 1.9000749588012695 MB, After: 1.8145942687988281 MB, Compression: 4.50%
IMG_20230326_090740.jpg, Time: 0.12s, Before: 1.879312515258789 MB, After: 1.831059455871582 MB, Compression: 2.57%
IMG_20230326_090750.jpg, Time: 0.11s, Before: 1.557969093322754 MB, After: 1.5381050109863281 MB, Compression: 1.27%
IMG_20230402_204629.jpg, Time: 0.08s, Before: 0.36916542053222656 MB, After: 0.36916542053222656 MB, Compression: 0.00%
IMG_20230412_195256.jpg, Time: 0.09s, Before: 0.46268272399902344 MB, After: 0.46268272399902344 MB, Compression: 0.00%
IMG_20230427_220530.jpg, Time: 0.11s, Before: 0.6538105010986328 MB, After: 0.6538105010986328 MB, Compression: 0.00%
IMG_20230427_220546.jpg, Time: 0.11s, Before: 0.6285362243652344 MB, After: 0.6285362243652344 MB, Compression: 0.00%
IMG_20230531_205328.jpg, Time: 0.11s, Before: 0.4715442657470703 MB, After: 0.45830440521240234 MB, Compression: 2.81%
IMG_20230531_205344.jpg, Time: 0.12s, Before: 0.7657947540283203 MB, After: 0.7657947540283203 MB, Compression: 0.00%
IMG_20230616_210051.jpg, Time: 0.10s, Before: 0.3262138366699219 MB, After: 0.2991828918457031 MB, Compression: 8.29%
IMG_20230619_211546.jpg, Time: 0.10s, Before: 0.36051464080810547 MB, After: 0.33704566955566406 MB, Compression: 6.51%
IMG_20230628_160800.jpg, Time: 0.18s, Before: 3.317096710205078 MB, After: 2.1796693801879883 MB, Compression: 34.29%
IMG_20230805_152642.jpg, Time: 0.08s, Before: 0.2854433059692383 MB, After: 0.26086902618408203 MB, Compression: 8.61%
IMG_20230819_181816.jpg, Time: 0.10s, Before: 0.5988302230834961 MB, After: 0.5853986740112305 MB, Compression: 2.24%
IMG_20230819_181820.jpg, Time: 0.11s, Before: 0.5858259201049805 MB, After: 0.5679616928100586 MB, Compression: 3.05%
IMG_20230819_181858.jpg, Time: 0.12s, Before: 0.7474155426025391 MB, After: 0.7474155426025391 MB, Compression: 0.00%
IMG_20231002_172038.jpg, Time: 0.11s, Before: 0.5579605102539062 MB, After: 0.5349922180175781 MB, Compression: 4.12%
IMG_20231002_180640.jpg, Time: 0.12s, Before: 0.6348323822021484 MB, After: 0.6348323822021484 MB, Compression: 0.00%
IMG_20231024_190047.jpg, Time: 0.11s, Before: 0.7997064590454102 MB, After: 0.7997064590454102 MB, Compression: 0.00%
IMG_20231109_103251.jpg, Time: 0.11s, Before: 0.4603443145751953 MB, After: 0.4506254196166992 MB, Compression: 2.11%
IMG_20231216_134143.jpg, Time: 0.10s, Before: 0.4434623718261719 MB, After: 0.4138669967651367 MB, Compression: 6.67%
IMG_20231216_134149.jpg, Time: 0.11s, Before: 0.5282363891601562 MB, After: 0.5047178268432617 MB, Compression: 4.45%
IMG_20231216_161856.jpg, Time: 0.11s, Before: 0.522796630859375 MB, After: 0.5201311111450195 MB, Compression: 0.51%
IMG_20231216_161901.jpg, Time: 0.11s, Before: 0.5367355346679688 MB, After: 0.5361757278442383 MB, Compression: 0.10%
IMG_20231216_161904.jpg, Time: 0.11s, Before: 0.4560689926147461 MB, After: 0.4410104751586914 MB, Compression: 3.30%
IMG_20231216_161908.jpg, Time: 0.10s, Before: 0.42488765716552734 MB, After: 0.4057273864746094 MB, Compression: 4.51%
IMG_20231216_161914.jpg, Time: 0.12s, Before: 0.7136335372924805 MB, After: 0.7136335372924805 MB, Compression: 0.00%
IMG_20231216_161952.jpg, Time: 0.11s, Before: 0.4862689971923828 MB, After: 0.46919822692871094 MB, Compression: 3.51%
IMG_20231216_162051.jpg, Time: 0.12s, Before: 0.5450534820556641 MB, After: 0.5448684692382812 MB, Compression: 0.03%
IMG_20231216_162203.jpg, Time: 0.12s, Before: 0.6516923904418945 MB, After: 0.6392726898193359 MB, Compression: 1.91%
IMG_20231216_162204.jpg, Time: 0.12s, Before: 0.6552457809448242 MB, After: 0.6431083679199219 MB, Compression: 1.85%
IMG_20231216_164053.jpg, Time: 0.15s, Before: 1.8999814987182617 MB, After: 1.6472625732421875 MB, Compression: 13.30%
IMG_20231216_164150.jpg, Time: 0.13s, Before: 0.9284458160400391 MB, After: 0.9284458160400391 MB, Compression: 0.00%
IMG_20231216_164201.jpg, Time: 0.12s, Before: 0.8991432189941406 MB, After: 0.8991432189941406 MB, Compression: 0.00%
IMG_20231217_172047.jpg, Time: 0.11s, Before: 0.5742788314819336 MB, After: 0.5583763122558594 MB, Compression: 2.77%
IMG_20231220_134406.jpg, Time: 0.12s, Before: 0.4393186569213867 MB, After: 0.4312553405761719 MB, Compression: 1.84%
IMG_20240121_185522.jpg, Time: 0.09s, Before: 0.5204067230224609 MB, After: 0.5204067230224609 MB, Compression: 0.00%
IMG_20240129_172736.jpg, Time: 0.11s, Before: 0.5501031875610352 MB, After: 0.5501031875610352 MB, Compression: 0.00%
IMG_20240129_172743.jpg, Time: 0.11s, Before: 0.6784305572509766 MB, After: 0.6784305572509766 MB, Compression: 0.00%
IMG_20240203_185117.jpg, Time: 0.12s, Before: 0.8085365295410156 MB, After: 0.8085365295410156 MB, Compression: 0.00%
IMG_20240206_221948.jpg, Time: 0.02s, Before: 0.13417625427246094 MB, After: 0.09831523895263672 MB, Compression: 26.73%
IMG_20240206_221959.jpg, Time: 0.02s, Before: 0.1236104965209961 MB, After: 0.08853340148925781 MB, Compression: 28.38%
IMG_20240207_223250.jpg, Time: 0.02s, Before: 0.09489822387695312 MB, After: 0.056929588317871094 MB, Compression: 40.01%
IMG_20240207_223339.jpg, Time: 0.02s, Before: 0.09633731842041016 MB, After: 0.058449745178222656 MB, Compression: 39.33%
IMG_20240207_223411.jpg, Time: 0.02s, Before: 0.10785388946533203 MB, After: 0.0698080062866211 MB, Compression: 35.28%
IMG_20240213_220734.jpg, Time: 0.10s, Before: 0.3661689758300781 MB, After: 0.3486289978027344 MB, Compression: 4.79%
IMG_20240229_212626.jpg, Time: 0.15s, Before: 2.2475109100341797 MB, After: 1.5817689895629883 MB, Compression: 29.62%
IMG_20240229_212636.jpg, Time: 0.10s, Before: 0.3986835479736328 MB, After: 0.3801593780517578 MB, Compression: 4.65%
IMG_20240229_212638.jpg, Time: 0.10s, Before: 0.35627269744873047 MB, After: 0.3337583541870117 MB, Compression: 6.32%
IMG_20240310_202059.jpg, Time: 0.11s, Before: 0.40276336669921875 MB, After: 0.3856477737426758 MB, Compression: 4.25%
IMG_20240327_153215.jpg, Time: 0.11s, Before: 0.37225341796875 MB, After: 0.35061168670654297 MB, Compression: 5.81%
IMG_20240327_153251.jpg, Time: 0.11s, Before: 0.40825366973876953 MB, After: 0.3861522674560547 MB, Compression: 5.41%
IMG_20240327_153255.jpg, Time: 0.10s, Before: 0.3710336685180664 MB, After: 0.3472623825073242 MB, Compression: 6.41%
IMG_20240402_225830.jpg, Time: 0.10s, Before: 0.1724224090576172 MB, After: 0.13086891174316406 MB, Compression: 24.10%
IMG_20240406_142326.jpg, Time: 0.11s, Before: 0.4313068389892578 MB, After: 0.4068746566772461 MB, Compression: 5.66%
IMG_20240406_142712.jpg, Time: 0.11s, Before: 0.5063076019287109 MB, After: 0.5063076019287109 MB, Compression: 0.00%
IMG_20240528_213852.jpg, Time: 0.10s, Before: 0.1823101043701172 MB, After: 0.14069843292236328 MB, Compression: 22.82%
IMG_20240528_213852_1.jpg, Time: 0.10s, Before: 0.20147228240966797 MB, After: 0.16374969482421875 MB, Compression: 18.72%
IMG_20240530_200547.jpg, Time: 0.11s, Before: 0.38348865509033203 MB, After: 0.28861141204833984 MB, Compression: 24.74%
IMG_20240602_215711.jpg, Time: 0.10s, Before: 0.1885242462158203 MB, After: 0.1460399627685547 MB, Compression: 22.54%
IMG_20240604_094520.jpg, Time: 0.10s, Before: 0.3034677505493164 MB, After: 0.27454471588134766 MB, Compression: 9.53%
IMG_20240609_093927_1.jpg, Time: 0.11s, Before: 0.5700445175170898 MB, After: 0.5674543380737305 MB, Compression: 0.45%
IMG_20240619_223424.jpg, Time: 0.11s, Before: 2.39361572265625 MB, After: 0.6301774978637695 MB, Compression: 73.67%
IMG_20240628_215638.jpg, Time: 0.08s, Before: 1.9634027481079102 MB, After: 0.5321445465087891 MB, Compression: 72.90%
IMG_20240628_215643.jpg, Time: 0.08s, Before: 1.740255355834961 MB, After: 0.4252948760986328 MB, Compression: 75.56%
IMG_20240629_163931.jpg, Time: 0.10s, Before: 2.5327816009521484 MB, After: 0.8911714553833008 MB, Compression: 64.81%
IMG_20240629_163932_1.jpg, Time: 0.09s, Before: 2.354776382446289 MB, After: 0.7966814041137695 MB, Compression: 66.17%
IMG_20240629_163959.jpg, Time: 0.09s, Before: 2.4274330139160156 MB, After: 0.8317375183105469 MB, Compression: 65.74%
IMG_20240629_163959_1.jpg, Time: 0.09s, Before: 2.4823379516601562 MB, After: 0.8616952896118164 MB, Compression: 65.29%
IMG_20240629_164000.jpg, Time: 0.09s, Before: 2.115506172180176 MB, After: 0.6506948471069336 MB, Compression: 69.24%
IMG_20240629_164001.jpg, Time: 0.09s, Before: 2.2572946548461914 MB, After: 0.7351999282836914 MB, Compression: 67.43%
IMG_20240629_164003.jpg, Time: 0.09s, Before: 2.317885398864746 MB, After: 0.7767314910888672 MB, Compression: 66.49%
IMG_20240629_164526.jpg, Time: 0.11s, Before: 2.462580680847168 MB, After: 0.7023849487304688 MB, Compression: 71.48%
IMG_20240719_145652.jpg, Time: 0.11s, Before: 0.5489902496337891 MB, After: 0.5489902496337891 MB, Compression: 0.00%
IMG_20240719_145655.jpg, Time: 0.11s, Before: 0.3961954116821289 MB, After: 0.3889474868774414 MB, Compression: 1.83%
IMG_20240719_145709.jpg, Time: 0.09s, Before: 0.25446033477783203 MB, After: 0.22258758544921875 MB, Compression: 12.53%
IMG_20240719_145720.jpg, Time: 0.11s, Before: 0.36284637451171875 MB, After: 0.3403282165527344 MB, Compression: 6.21%
IMG_20240719_145740.jpg, Time: 0.11s, Before: 0.3915557861328125 MB, After: 0.3827533721923828 MB, Compression: 2.25%
IMG_20240731_195002.jpg, Time: 0.09s, Before: 1.2238922119140625 MB, After: 0.11269950866699219 MB, Compression: 90.79%
IMG_20240731_195006.jpg, Time: 0.13s, Before: 3.2078800201416016 MB, After: 0.9317226409912109 MB, Compression: 70.96%
IMG_20240731_195009.jpg, Time: 0.13s, Before: 3.1922998428344727 MB, After: 0.927093505859375 MB, Compression: 70.96%
IMG_20240817_164149.jpg, Time: 0.11s, Before: 0.44227123260498047 MB, After: 0.43558502197265625 MB, Compression: 1.51%
IMG_20240817_164214.jpg, Time: 0.11s, Before: 0.37775325775146484 MB, After: 0.3597869873046875 MB, Compression: 4.76%
IMG_20240908_211224.jpg, Time: 0.09s, Before: 0.2709379196166992 MB, After: 0.23752880096435547 MB, Compression: 12.33%
IMG_20240909_210113.jpg, Time: 0.14s, Before: 1.2954187393188477 MB, After: 1.2954187393188477 MB, Compression: 0.00%
IMG_20240909_210443.jpg, Time: 0.13s, Before: 1.1011743545532227 MB, After: 1.1011743545532227 MB, Compression: 0.00%
IMG_20240916_163920.jpg, Time: 0.13s, Before: 1.1356468200683594 MB, After: 0.9939146041870117 MB, Compression: 12.48%
photo-1554050857-c84a8abdb5e2.jpeg, Time: 0.01s, Before: 0.026320457458496094 MB, After: 0.02480602264404297 MB, Compression: 5.75%
Screenshot_20230426_210345.jpg, Time: 0.02s, Before: 0.05452442169189453 MB, After: 0.05452442169189453 MB, Compression: 0.00%
Screenshot_20230709_194730.jpg, Time: 0.02s, Before: 0.07674598693847656 MB, After: 0.07674598693847656 MB, Compression: 0.00%
Screenshot_20230709_194807.jpg, Time: 0.02s, Before: 0.07684612274169922 MB, After: 0.07684612274169922 MB, Compression: 0.00%
Screenshot_20230711_213701.jpg, Time: 0.02s, Before: 0.07085418701171875 MB, After: 0.07085418701171875 MB, Compression: 0.00%
Screenshot_20240203_112631.jpg, Time: 0.02s, Before: 0.08446884155273438 MB, After: 0.08446884155273438 MB, Compression: 0.00%
Screenshot_20240203_112716.jpg, Time: 0.02s, Before: 0.06498527526855469 MB, After: 0.06498527526855469 MB, Compression: 0.00%
Screenshot_20240203_112808.jpg, Time: 0.02s, Before: 0.05991554260253906 MB, After: 0.05991554260253906 MB, Compression: 0.00%
Screenshot_20240331_133736.jpg, Time: 0.02s, Before: 0.20631790161132812 MB, After: 0.20189952850341797 MB, Compression: 2.14%
VID-20211007-WA0008.mp4, Time: 5.00s, Before: 1.0880365371704102 MB, After: 1.0880365371704102 MB, Compression: 0.00%
VID-20230222-WA0020.mp4, Time: 5.34s, Before: 15.217388153076172 MB, After: 15.217388153076172 MB, Compression: 0.00%
VID-20230222-WA0037.mp4, Time: 2.77s, Before: 7.486711502075195 MB, After: 7.486711502075195 MB, Compression: 0.00%
VID-20230304-WA0016.mp4, Time: 0.67s, Before: 1.125905990600586 MB, After: 1.125905990600586 MB, Compression: 0.00%
VID-20230310-WA0064.mp4, Time: 3.40s, Before: 8.883627891540527 MB, After: 8.883627891540527 MB, Compression: 0.00%
VID-20230316-WA0086.mp4, Time: 0.72s, Before: 0.7143077850341797 MB, After: 0.7143077850341797 MB, Compression: 0.00%
VID-20230401-WA0012.mp4, Time: 3.67s, Before: 8.350502967834473 MB, After: 8.350502967834473 MB, Compression: 0.00%
VID-20230401-WA0075.mp4, Time: 0.45s, Before: 0.670536994934082 MB, After: 0.670536994934082 MB, Compression: 0.00%
VID-20230401-WA0117.mp4, Time: 0.51s, Before: 0.7036657333374023 MB, After: 0.7036657333374023 MB, Compression: 0.00%
VID-20230401-WA0158.mp4, Time: 9.84s, Before: 12.588918685913086 MB, After: 12.588918685913086 MB, Compression: 0.00%
VID-20230401-WA0193.mp4, Time: 0.39s, Before: 0.4625720977783203 MB, After: 0.4625720977783203 MB, Compression: 0.00%
VID-20230401-WA0228.mp4, Time: 0.26s, Before: 0.20133113861083984 MB, After: 0.20133113861083984 MB, Compression: 0.00%
VID-20230401-WA0299.mp4, Time: 0.44s, Before: 0.860865592956543 MB, After: 0.860865592956543 MB, Compression: 0.00%
VID-20230401-WA0303.mp4, Time: 0.45s, Before: 1.008199691772461 MB, After: 1.008199691772461 MB, Compression: 0.00%
VID-20230403-WA0159.mp4, Time: 0.95s, Before: 0.5027141571044922 MB, After: 0.5027141571044922 MB, Compression: 0.00%
VID-20230711-WA0017.mp4, Time: 3.53s, Before: 7.35755729675293 MB, After: 7.35755729675293 MB, Compression: 0.00%
VID-20230719-WA0017.mp4, Time: 0.36s, Before: 0.3351297378540039 MB, After: 0.3351297378540039 MB, Compression: 0.00%
VID-20230719-WA0030.mp4, Time: 0.76s, Before: 0.37009525299072266 MB, After: 0.37009525299072266 MB, Compression: 0.00%
VID-20230719-WA0038.mp4, Time: 0.39s, Before: 0.4067659378051758 MB, After: 0.4067659378051758 MB, Compression: 0.00%
VID-20230719-WA0039.mp4, Time: 0.57s, Before: 0.9727191925048828 MB, After: 0.9727191925048828 MB, Compression: 0.00%
VID-20230719-WA0040.mp4, Time: 0.58s, Before: 0.8477840423583984 MB, After: 0.8477840423583984 MB, Compression: 0.00%
VID-20230719-WA0041.mp4, Time: 0.48s, Before: 0.5985136032104492 MB, After: 0.5985136032104492 MB, Compression: 0.00%
VID-20230719-WA0042.mp4, Time: 0.45s, Before: 0.564204216003418 MB, After: 0.564204216003418 MB, Compression: 0.00%
VID-20230719-WA0043.mp4, Time: 0.37s, Before: 0.4513568878173828 MB, After: 0.4513568878173828 MB, Compression: 0.00%
VID-20230719-WA0056.mp4, Time: 0.31s, Before: 0.2832670211791992 MB, After: 0.2832670211791992 MB, Compression: 0.00%
VID-20230719-WA0063.mp4, Time: 0.61s, Before: 0.7627925872802734 MB, After: 0.7627925872802734 MB, Compression: 0.00%
VID-20230719-WA0072.mp4, Time: 0.42s, Before: 0.544647216796875 MB, After: 0.544647216796875 MB, Compression: 0.00%
VID-20230719-WA0084.mp4, Time: 0.38s, Before: 0.4341402053833008 MB, After: 0.4341402053833008 MB, Compression: 0.00%
VID-20230719-WA0092.mp4, Time: 0.50s, Before: 0.8274526596069336 MB, After: 0.8274526596069336 MB, Compression: 0.00%
VID-20230719-WA0095.mp4, Time: 0.64s, Before: 0.9987516403198242 MB, After: 0.9987516403198242 MB, Compression: 0.00%
VID-20230719-WA0117.mp4, Time: 6.99s, Before: 15.257737159729004 MB, After: 15.257737159729004 MB, Compression: 0.00%
VID-20230906-WA0000.mp4, Time: 2.94s, Before: 9.621535301208496 MB, After: 9.621535301208496 MB, Compression: 0.00%
VID-20230924-WA0006.mp4, Time: 5.18s, Before: 14.376343727111816 MB, After: 14.376343727111816 MB, Compression: 0.00%
VID-20231016-WA0005.mp4, Time: 1.00s, Before: 1.1472415924072266 MB, After: 1.1472415924072266 MB, Compression: 0.00%
VID-20231025-WA0020.mp4, Time: 6.55s, Before: 13.621016502380371 MB, After: 11.463577270507812 MB, Compression: 15.84%
VID-20231025-WA0028.mp4, Time: 19.21s, Before: 39.59776020050049 MB, After: 34.84098434448242 MB, Compression: 12.01%
VID-20231116-WA0017.mp4, Time: 3.26s, Before: 8.38390064239502 MB, After: 8.38390064239502 MB, Compression: 0.00%
VID-20231201-WA0012.mp4, Time: 4.07s, Before: 9.553030967712402 MB, After: 9.553030967712402 MB, Compression: 0.00%
VID-20240216-WA0003.mp4, Time: 4.30s, Before: 10.498183250427246 MB, After: 10.498183250427246 MB, Compression: 0.00%
VID-20240323-WA0004.mp4, Time: 5.63s, Before: 10.291115760803223 MB, After: 8.438654899597168 MB, Compression: 18.00%
VID-20240329-WA0027.mp4, Time: 5.20s, Before: 8.292804718017578 MB, After: 4.67059326171875 MB, Compression: 43.68%
VID-20240329-WA0028.mp4, Time: 5.93s, Before: 9.912086486816406 MB, After: 5.206524848937988 MB, Compression: 47.47%
VID-20240329-WA0030.mp4, Time: 16.07s, Before: 21.262258529663086 MB, After: 14.623636245727539 MB, Compression: 31.22%
VID-20240416-WA0001.mp4, Time: 10.74s, Before: 21.712247848510742 MB, After: 18.54218864440918 MB, Compression: 14.60%
VID-20240417-WA0004.mp4, Time: 6.20s, Before: 12.90694808959961 MB, After: 11.415399551391602 MB, Compression: 11.56%
VID-20240417-WA0006.mp4, Time: 0.64s, Before: 0.8611335754394531 MB, After: 0.8133029937744141 MB, Compression: 5.55%
VID-20240417-WA0038.mp4, Time: 0.48s, Before: 0.4564523696899414 MB, After: 0.4564523696899414 MB, Compression: 0.00%
VID-20240417-WA0039.mp4, Time: 3.85s, Before: 7.42658805847168 MB, After: 6.209661483764648 MB, Compression: 16.39%
VID-20240417-WA0043.mp4, Time: 6.18s, Before: 12.88648509979248 MB, After: 11.408902168273926 MB, Compression: 11.47%
VID-20240417-WA0044.mp4, Time: 7.89s, Before: 16.22350025177002 MB, After: 13.834888458251953 MB, Compression: 14.72%
VID-20240417-WA0064.mp4, Time: 19.49s, Before: 41.19153308868408 MB, After: 35.32476043701172 MB, Compression: 14.24%
VID-20240421-WA0000.mp4, Time: 9.53s, Before: 20.066572189331055 MB, After: 16.946535110473633 MB, Compression: 15.55%
VID-20240423-WA0001.mp4, Time: 6.95s, Before: 13.861562728881836 MB, After: 12.300682067871094 MB, Compression: 11.26%
VID-20240428-WA0013.mp4, Time: 4.18s, Before: 9.717916488647461 MB, After: 7.189310073852539 MB, Compression: 26.02%
VID-20240428-WA0014.mp4, Time: 6.51s, Before: 11.874567031860352 MB, After: 10.426992416381836 MB, Compression: 12.19%
VID-20240428-WA0015.mp4, Time: 9.88s, Before: 23.951343536376953 MB, After: 17.284664154052734 MB, Compression: 27.83%
VID-20240428-WA0018.mp4, Time: 9.78s, Before: 20.451335906982422 MB, After: 17.295432090759277 MB, Compression: 15.43%
VID-20240510-WA0088.mp4, Time: 4.77s, Before: 9.708187103271484 MB, After: 8.055618286132812 MB, Compression: 17.02%
VID-20240510-WA0089.mp4, Time: 4.47s, Before: 8.797455787658691 MB, After: 7.113499641418457 MB, Compression: 19.14%
VID-20240510-WA0090.mp4, Time: 5.52s, Before: 11.392932891845703 MB, After: 9.975018501281738 MB, Compression: 12.45%
VID-20240515-WA0000.mp4, Time: 3.57s, Before: 7.899571418762207 MB, After: 7.899571418762207 MB, Compression: 0.00%
VID-20240517-WA0015.mp4, Time: 5.44s, Before: 11.069499015808105 MB, After: 9.573904037475586 MB, Compression: 13.51%
VID-20240523-WA0005.mp4, Time: 4.17s, Before: 8.141929626464844 MB, After: 8.141929626464844 MB, Compression: 0.00%
VID-20240525-WA0005.mp4, Time: 0.57s, Before: 0.6486225128173828 MB, After: 0.5803022384643555 MB, Compression: 10.53%
VID-20240525-WA0021.mp4, Time: 7.67s, Before: 15.900174140930176 MB, After: 13.413777351379395 MB, Compression: 15.64%
VID-20240525-WA0022.mp4, Time: 6.84s, Before: 14.475183486938477 MB, After: 11.990252494812012 MB, Compression: 17.17%
VID-20240525-WA0023.mp4, Time: 12.15s, Before: 24.37709140777588 MB, After: 21.302181243896484 MB, Compression: 12.61%
VID-20240528-WA0000.mp4, Time: 4.31s, Before: 6.820993423461914 MB, After: 6.820993423461914 MB, Compression: 0.00%
VID-20240604-WA0000.mp4, Time: 10.31s, Before: 22.152679443359375 MB, After: 18.404659271240234 MB, Compression: 16.92%
VID-20240617-WA0017.mp4, Time: 3.40s, Before: 6.9824323654174805 MB, After: 5.816981315612793 MB, Compression: 16.69%
VID-20240630-WA0000.mp4, Time: 0.64s, Before: 0.5697669982910156 MB, After: 0.5697669982910156 MB, Compression: 0.00%
VID-20240630-WA0001.mp4, Time: 0.53s, Before: 0.7452459335327148 MB, After: 0.7452459335327148 MB, Compression: 0.00%
VID-20240630-WA0002.mp4, Time: 5.13s, Before: 11.726118087768555 MB, After: 11.726118087768555 MB, Compression: 0.00%
VID-20240704-WA0003.mp4, Time: 4.58s, Before: 9.802152633666992 MB, After: 9.802152633666992 MB, Compression: 0.00%
VID-20240711-WA0075.mp4, Time: 7.42s, Before: 16.968645095825195 MB, After: 12.659279823303223 MB, Compression: 25.40%
VID-20240714-WA0000.mp4, Time: 3.87s, Before: 7.08328914642334 MB, After: 7.08328914642334 MB, Compression: 0.00%
